;BENGKALIS;5;RUPAT;1500;TANJUNG KAPAL;Aman
;BENGKALIS;;RUPAT;1504;TELUK LECAH;Aman
;BENGKALIS;;RUPAT;1505;SEI CINGAM;Aman
;BENGKALIS;;RUPAT;1509;SUKARJO MESIM;Aman
;BENGKALIS;;RUPAT UTARA;1517;TANJUNG MEDANG;Aman
;BENGKALIS;;RUPAT UTARA;1518;TELUK RHU;Bahaya
;BENGKALIS;;RUPAT UTARA;1519;TANJUNG PUNAK;Aman
;BENGKALIS;;RUPAT UTARA;1522;SUKADAMAI;Aman
;BENGKALIS;;RUPAT UTARA;1523;PUTRI SEMBILAN;Aman
;BENGKALIS;;BENGKALIS;1531;SUNGAI ALAM;Aman
;BENGKALIS;;BENGKALIS;1535;BENGKALIS KOTA;Aman
;BENGKALIS;;BENGKALIS;1538;KELAPA PATI;Bahaya
;BENGKALIS;;BENGKALIS;1542;TELUK LATAK;Aman
;BENGKALIS;;BENGKALIS;1546;SUNGAI BATANG;Aman
;BENGKALIS;;BENGKALIS;1552;SENDERAK;Aman
;BENGKALIS;8;BANTAN;1555;TELUK LANCAR;Aman
;BENGKALIS;;BANTAN;1557;TELUK PAMBANG;Aman
;BENGKALIS;;BANTAN;1565;PAMBANG PESISIR;Aman
;BENGKALIS;;BANTAN;1566;PAMBANG BARU;Aman
;BENGKALIS;;BANTAN;1567;SUKA MAJU;Aman
